AudioName,Ratings,MOS,AudioType,ScaledMOS
http://eagles.soic.indiana.edu/sid0014-clean-COSINE-0100-M_close_111.wav,"[75, 75, 42, 48, 55]",59.0,reference,7.4974184
http://eagles.soic.indiana.edu/sid0014-noisy-COSINE-0100-M_array1_111.wav,"[78, 58, 31, 34, 42]",48.6,test,4.7010064
http://eagles.soic.indiana.edu/sid0015-anchor-COSINE-0100-M_close_113.wav,"[41, 64, 23, 66, 40]",46.8,anchor,5.466754
http://eagles.soic.indiana.edu/sid0015-clean-COSINE-0100-M_close_113.wav,"[74, 57, 48, 71, 64]",62.8,reference,8.612036
http://eagles.soic.indiana.edu/sid0015-noisy-COSINE-0100-M_array1_113.wav,"[90, 77, 54, 54, 77]",70.4,test,5.8456054
http://eagles.soic.indiana.edu/sid0016-anchor-COSINE-0100-M_close_114.wav,"[40, 66, 50, 55, 34]",49.0,anchor,4.842478
http://eagles.soic.indiana.edu/sid0016-clean-COSINE-0100-M_close_114.wav,"[45, 58, 69, 55, 47]",54.8,reference,7.179915
http://eagles.soic.indiana.edu/sid0016-noisy-COSINE-0100-M_array1_114.wav,"[45, 64, 55, 55, 80]",59.8,test,4.8779535
http://eagles.soic.indiana.edu/sid0017-anchor-COSINE-0100-M_close_115.wav,"[51, 20, 52, 65, 58]",49.2,anchor,5.282957
http://eagles.soic.indiana.edu/sid0017-clean-COSINE-0100-M_close_115.wav,"[70, 45, 74, 68, 56]",62.6,reference,7.7716722
http://eagles.soic.indiana.edu/sid0017-noisy-COSINE-0100-M_array1_115.wav,"[54, 85, 72, 74, 67]",70.4,test,6.025218
http://eagles.soic.indiana.edu/sid0018-anchor-COSINE-0100-M_close_116.wav,"[20, 38, 40, 85, 37]",44.0,anchor,5.1073084
http://eagles.soic.indiana.edu/sid0018-clean-COSINE-0100-M_close_116.wav,"[39, 42, 36, 56, 27]",40.0,reference,8.221416
http://eagles.soic.indiana.edu/sid0018-noisy-COSINE-0100-M_array1_116.wav,"[51, 56, 42, 45, 100]",58.8,test,5.089864
http://eagles.soic.indiana.edu/sid0019-anchor-COSINE-0100-M_close_117.wav,"[50, 63, 32, 45, 52]",48.4,anchor,5.162265
http://eagles.soic.indiana.edu/sid0019-clean-COSINE-0100-M_close_117.wav,"[41, 69, 41, 45, 52]",49.6,reference,7.892307
http://eagles.soic.indiana.edu/sid0019-noisy-COSINE-0100-M_array1_117.wav,"[20, 62, 42, 40, 29]",38.6,test,5.10303
http://eagles.soic.indiana.edu/sid0020-anchor-COSINE-0100-M_close_118.wav,"[33, 33, 48, 67, 30]",42.2,anchor,5.544266
http://eagles.soic.indiana.edu/sid0020-clean-COSINE-0100-M_close_118.wav,"[8, 69, 60, 95, 29]",52.2,reference,8.362014
http://eagles.soic.indiana.edu/sid0020-noisy-COSINE-0100-M_array1_118.wav,"[88, 83, 81, 81, 78]",82.2,test,5.3186903
http://eagles.soic.indiana.edu/sid0021-anchor-COSINE-0100-M_close_119.wav,"[60, 39, 79, 28, 64]",54.0,anchor,5.543925
http://eagles.soic.indiana.edu/sid0021-clean-COSINE-0100-M_close_119.wav,"[55, 64, 85, 38, 73]",63.0,reference,8.155357
http://eagles.soic.indiana.edu/sid0021-noisy-COSINE-0100-M_array1_119.wav,"[40, 47, 73, 47, 61]",53.6,test,5.651545
http://eagles.soic.indiana.edu/sid0022-anchor-COSINE-0100-M_close_12-truncated.wav,"[48, 30, 44, 43, 68]",46.6,anchor,4.7772875
http://eagles.soic.indiana.edu/sid0022-clean-COSINE-0100-M_close_12-truncated.wav,"[55, 90, 60, 63, 35]",60.6,reference,7.44743
http://eagles.soic.indiana.edu/sid0022-noisy-COSINE-0100-M_array1_12-truncated.wav,"[72, 81, 81, 49, 61]",68.8,test,3.9402711
http://eagles.soic.indiana.edu/sid0023-anchor-COSINE-0100-M_close_120.wav,"[43, 49, 12, 39, 22]",33.0,anchor,5.2946854
http://eagles.soic.indiana.edu/sid0023-clean-COSINE-0100-M_close_120.wav,"[74, 69, 33, 64, 53]",58.6,reference,7.9314833
http://eagles.soic.indiana.edu/sid0023-noisy-COSINE-0100-M_array1_120.wav,"[76, 78, 41, 60, 36]",58.2,test,6.7006454
http://eagles.soic.indiana.edu/sid0024-anchor-COSINE-0100-M_close_122.wav,"[62, 47, 41, 50, 93]",58.6,anchor,4.9043803
http://eagles.soic.indiana.edu/sid0024-clean-COSINE-0100-M_close_122.wav,"[23, 41, 52, 50, 86]",50.4,reference,7.7725396
http://eagles.soic.indiana.edu/sid0024-noisy-COSINE-0100-M_array1_122.wav,"[28, 36, 65, 50, 69]",49.6,test,4.4382677
http://eagles.soic.indiana.edu/sid0025-anchor-COSINE-0100-M_close_123.wav,"[15, 24, 54, 55, 25]",34.6,anchor,5.4830747
http://eagles.soic.indiana.edu/sid0025-clean-COSINE-0100-M_close_123.wav,"[20, 30, 64, 56, 31]",40.2,reference,8.2133465
http://eagles.soic.indiana.edu/sid0025-noisy-COSINE-0100-M_array1_123.wav,"[62, 73, 80, 49, 42]",61.2,test,5.5234723
http://eagles.soic.indiana.edu/sid0026-anchor-COSINE-0100-M_close_124.wav,"[24, 39, 20, 16, 27]",25.2,anchor,4.932829
http://eagles.soic.indiana.edu/sid0026-clean-COSINE-0100-M_close_124.wav,"[30, 63, 40, 31, 53]",43.4,reference,7.5703764
http://eagles.soic.indiana.edu/sid0026-noisy-COSINE-0100-M_array1_124.wav,"[65, 29, 69, 65, 25]",50.6,test,4.8343077
http://eagles.soic.indiana.edu/sid0027-anchor-COSINE-0100-M_close_125.wav,"[45, 62, 48, 72, 19]",49.2,anchor,4.734514
http://eagles.soic.indiana.edu/sid0027-clean-COSINE-0100-M_close_125.wav,"[40, 100, 56, 81, 28]",61.0,reference,6.966694
http://eagles.soic.indiana.edu/sid0027-noisy-COSINE-0100-M_array1_125.wav,"[41, 73, 74, 55, 44]",57.4,test,5.650897
http://eagles.soic.indiana.edu/sid0028-anchor-COSINE-0100-M_close_126.wav,"[15, 50, 30, 27, 36]",31.6,anchor,4.658661
http://eagles.soic.indiana.edu/sid0028-clean-COSINE-0100-M_close_126.wav,"[56, 59, 19, 80, 51]",53.0,reference,7.275179
http://eagles.soic.indiana.edu/sid0028-noisy-COSINE-0100-M_array1_126.wav,"[38, 51, 28, 46, 74]",47.4,test,3.4605033
http://eagles.soic.indiana.edu/sid0029-anchor-COSINE-0100-M_close_128.wav,"[59, 12, 19, 51, 10]",30.2,anchor,5.0573044
http://eagles.soic.indiana.edu/sid0029-clean-COSINE-0100-M_close_128.wav,"[67, 59, 37, 37, 10]",42.0,reference,7.6191077
http://eagles.soic.indiana.edu/sid0029-noisy-COSINE-0100-M_array1_128.wav,"[46, 62, 51, 51, 6]",43.2,test,4.1511006
http://eagles.soic.indiana.edu/sid0030-anchor-COSINE-0100-M_close_13.wav,"[33, 54, 52, 58, 68]",53.0,anchor,5.043186
http://eagles.soic.indiana.edu/sid0030-clean-COSINE-0100-M_close_13.wav,"[42, 100, 70, 48, 36]",59.2,reference,8.304298
http://eagles.soic.indiana.edu/sid0030-noisy-COSINE-0100-M_array1_13.wav,"[41, 23, 83, 68, 46]",52.2,test,5.8450494
http://eagles.soic.indiana.edu/sid0031-anchor-COSINE-0100-M_close_130.wav,"[43, 14, 57, 71, 10]",39.0,anchor,4.850858
http://eagles.soic.indiana.edu/sid0031-clean-COSINE-0100-M_close_130.wav,"[49, 57, 56, 75, 36]",54.6,reference,7.0747795
http://eagles.soic.indiana.edu/sid0031-noisy-COSINE-0100-M_array1_130.wav,"[39, 34, 6, 73, 18]",34.0,test,5.472218
http://eagles.soic.indiana.edu/sid0032-anchor-COSINE-0100-M_close_131.wav,"[69, 25, 10, 57, 14]",35.0,anchor,4.5702953
http://eagles.soic.indiana.edu/sid0032-clean-COSINE-0100-M_close_131.wav,"[76, 38, 30, 42, 14]",40.0,reference,6.669186
http://eagles.soic.indiana.edu/sid0032-noisy-COSINE-0100-M_array1_131.wav,"[77, 13, 20, 41, 1]",30.4,test,4.573788
http://eagles.soic.indiana.edu/sid0033-anchor-COSINE-0100-M_close_132.wav,"[42, 18, 19, 82, 24]",37.0,anchor,5.587907
http://eagles.soic.indiana.edu/sid0033-clean-COSINE-0100-M_close_132.wav,"[51, 52, 41, 90, 74]",61.6,reference,8.405396
http://eagles.soic.indiana.edu/sid0033-noisy-COSINE-0100-M_array1_132.wav,"[59, 45, 51, 74, 55]",56.8,test,5.634526
http://eagles.soic.indiana.edu/sid0034-anchor-COSINE-0100-M_close_133.wav,"[48, 64, 44, 48, 60]",52.8,anchor,5.290896
http://eagles.soic.indiana.edu/sid0034-clean-COSINE-0100-M_close_133.wav,"[75, 66, 73, 45, 100]",71.8,reference,8.598833
http://eagles.soic.indiana.edu/sid0034-noisy-COSINE-0100-M_array1_133.wav,"[86, 70, 81, 68, 75]",76.0,test,5.4928503
http://eagles.soic.indiana.edu/sid0035-anchor-COSINE-0100-M_close_134.wav,"[52, 47, 62, 29, 76]",53.2,anchor,5.1691065
http://eagles.soic.indiana.edu/sid0035-clean-COSINE-0100-M_close_134.wav,"[58, 70, 93, 33, 47]",60.2,reference,8.040946
http://eagles.soic.indiana.edu/sid0035-noisy-COSINE-0100-M_array1_134.wav,"[81, 66, 86, 38, 57]",65.6,test,4.297412
http://eagles.soic.indiana.edu/sid0036-anchor-COSINE-0100-M_close_135.wav,"[36, 66, 49, 39, 86]",55.2,anchor,5.5322366
http://eagles.soic.indiana.edu/sid0036-clean-COSINE-0100-M_close_135.wav,"[67, 71, 77, 66, 86]",73.4,reference,8.708618
http://eagles.soic.indiana.edu/sid0036-noisy-COSINE-0100-M_array1_135.wav,"[82, 81, 92, 70, 70]",79.0,test,7.6357756
http://eagles.soic.indiana.edu/sid0037-anchor-COSINE-0100-M_close_136.wav,"[55, 48, 20, 19, 61]",40.6,anchor,5.589588
http://eagles.soic.indiana.edu/sid0037-clean-COSINE-0100-M_close_136.wav,"[74, 42, 35, 61, 35]",49.4,reference,8.147255
http://eagles.soic.indiana.edu/sid0037-noisy-COSINE-0100-M_array1_136.wav,"[62, 39, 25, 68, 61]",51.0,test,5.0916343
http://eagles.soic.indiana.edu/sid0038-anchor-COSINE-0100-M_close_137.wav,"[56, 61, 73, 82, 68]",68.0,anchor,5.418915
http://eagles.soic.indiana.edu/sid0038-clean-COSINE-0100-M_close_137.wav,"[83, 86, 57, 82, 49]",71.4,reference,8.394619
http://eagles.soic.indiana.edu/sid0038-noisy-COSINE-0100-M_array1_137.wav,"[50, 73, 68, 45, 11]",49.4,test,4.281739
http://eagles.soic.indiana.edu/sid0039-anchor-COSINE-0100-M_close_138.wav,"[13, 31, 73, 6, 96]",43.8,anchor,5.066736
http://eagles.soic.indiana.edu/sid0039-clean-COSINE-0100-M_close_138.wav,"[69, 48, 70, 34, 93]",62.8,reference,7.9845757
http://eagles.soic.indiana.edu/sid0039-noisy-COSINE-0100-M_array1_138.wav,"[42, 53, 61, 60, 77]",58.6,test,4.885892
http://eagles.soic.indiana.edu/sid0040-anchor-COSINE-0100-M_close_139.wav,"[53, 36, 70, 26, 18]",40.6,anchor,5.248817
http://eagles.soic.indiana.edu/sid0040-clean-COSINE-0100-M_close_139.wav,"[63, 69, 87, 91, 52]",72.4,reference,7.586539
http://eagles.soic.indiana.edu/sid0040-noisy-COSINE-0100-M_array1_139.wav,"[73, 53, 83, 89, 100]",79.6,test,4.5803413
http://eagles.soic.indiana.edu/sid0041-anchor-COSINE-0100-M_close_14-truncated.wav,"[26, 51, 70, 50, 45]",48.4,anchor,4.975271
http://eagles.soic.indiana.edu/sid0041-clean-COSINE-0100-M_close_14-truncated.wav,"[29, 24, 79, 69, 90]",58.2,reference,7.017998
http://eagles.soic.indiana.edu/sid0041-noisy-COSINE-0100-M_array1_14-truncated.wav,"[27, 50, 55, 83, 80]",59.0,test,4.203107
http://eagles.soic.indiana.edu/sid0042-anchor-COSINE-0100-M_close_140.wav,"[41, 44, 21, 35, 72]",42.6,anchor,5.0895615
http://eagles.soic.indiana.edu/sid0042-clean-COSINE-0100-M_close_140.wav,"[61, 78, 25, 65, 56]",57.0,reference,7.6365223
http://eagles.soic.indiana.edu/sid0042-noisy-COSINE-0100-M_array1_140.wav,"[57, 78, 27, 65, 85]",62.4,test,5.8072405
http://eagles.soic.indiana.edu/sid0043-anchor-COSINE-0100-M_close_141.wav,"[42, 10, 60, 57, 40]",41.8,anchor,5.299385
http://eagles.soic.indiana.edu/sid0043-clean-COSINE-0100-M_close_141.wav,"[76, 47, 69, 63, 64]",63.8,reference,7.6548133
http://eagles.soic.indiana.edu/sid0043-noisy-COSINE-0100-M_array1_141.wav,"[66, 23, 45, 60, 69]",52.6,test,5.879903
http://eagles.soic.indiana.edu/sid0044-anchor-COSINE-0100-M_close_142.wav,"[36, 60, 23, 44, 91]",50.8,anchor,4.99879
http://eagles.soic.indiana.edu/sid0044-clean-COSINE-0100-M_close_142.wav,"[57, 84, 89, 72, 91]",78.6,reference,7.510185
http://eagles.soic.indiana.edu/sid0044-noisy-COSINE-0100-M_array1_142.wav,"[71, 71, 95, 80, 83]",80.0,test,5.0159736
http://eagles.soic.indiana.edu/sid0045-anchor-COSINE-0100-M_close_143.wav,"[50, 51, 60, 40, 37]",47.6,anchor,5.103004
http://eagles.soic.indiana.edu/sid0045-clean-COSINE-0100-M_close_143.wav,"[81, 64, 51, 49, 43]",57.6,reference,8.11618
http://eagles.soic.indiana.edu/sid0045-noisy-COSINE-0100-M_array1_143.wav,"[29, 62, 75, 20, 59]",49.0,test,5.823015
http://eagles.soic.indiana.edu/sid0046-anchor-COSINE-0100-M_close_144.wav,"[40, 5, 88, 60, 44]",47.4,anchor,5.1582675
http://eagles.soic.indiana.edu/sid0046-clean-COSINE-0100-M_close_144.wav,"[30, 70, 54, 70, 46]",54.0,reference,8.217706
http://eagles.soic.indiana.edu/sid0046-noisy-COSINE-0100-M_array1_144.wav,"[37, 25, 52, 80, 49]",48.6,test,4.423157
http://eagles.soic.indiana.edu/sid0047-anchor-COSINE-0100-M_close_145.wav,"[52, 32, 54, 45, 31]",42.8,anchor,4.800668
http://eagles.soic.indiana.edu/sid0047-clean-COSINE-0100-M_close_145.wav,"[49, 76, 54, 70, 49]",59.6,reference,7.2659087
http://eagles.soic.indiana.edu/sid0047-noisy-COSINE-0100-M_array1_145.wav,"[55, 82, 54, 60, 49]",60.0,test,5.3334293
http://eagles.soic.indiana.edu/sid0048-anchor-COSINE-0100-M_close_146.wav,"[75, 7, 40, 36, 16]",34.8,anchor,5.154066
http://eagles.soic.indiana.edu/sid0048-clean-COSINE-0100-M_close_146.wav,"[80, 45, 72, 40, 33]",54.0,reference,8.182665
http://eagles.soic.indiana.edu/sid0048-noisy-COSINE-0100-M_array1_146.wav,"[75, 30, 49, 18, 13]",37.0,test,5.403055
http://eagles.soic.indiana.edu/sid0049-anchor-COSINE-0100-M_close_148.wav,"[50, 97, 48, 37, 53]",57.0,anchor,5.25791
http://eagles.soic.indiana.edu/sid0049-clean-COSINE-0100-M_close_148.wav,"[34, 87, 47, 53, 75]",59.2,reference,8.356351
http://eagles.soic.indiana.edu/sid0049-noisy-COSINE-0100-M_array1_148.wav,"[56, 85, 61, 39, 36]",55.4,test,5.806198
http://eagles.soic.indiana.edu/sid0050-anchor-COSINE-0100-M_close_149.wav,"[77, 51, 40, 61, 36]",53.0,anchor,5.2330384
http://eagles.soic.indiana.edu/sid0050-clean-COSINE-0100-M_close_149.wav,"[54, 73, 30, 89, 21]",53.4,reference,8.008214
http://eagles.soic.indiana.edu/sid0050-noisy-COSINE-0100-M_array1_149.wav,"[42, 20, 30, 44, 37]",34.6,test,4.869194
http://eagles.soic.indiana.edu/sid0051-anchor-COSINE-0100-M_close_150.wav,"[40, 50, 58, 35, 55]",47.6,anchor,5.2370815
http://eagles.soic.indiana.edu/sid0051-clean-COSINE-0100-M_close_150.wav,"[16, 50, 75, 50, 61]",50.4,reference,8.463658
http://eagles.soic.indiana.edu/sid0051-noisy-COSINE-0100-M_array1_150.wav,"[38, 60, 77, 70, 24]",53.8,test,6.2719703
http://eagles.soic.indiana.edu/sid0052-anchor-COSINE-0100-M_close_151.wav,"[33, 61, 15, 53, 50]",42.4,anchor,5.2672777
http://eagles.soic.indiana.edu/sid0052-clean-COSINE-0100-M_close_151.wav,"[55, 91, 21, 53, 69]",57.8,reference,8.101374
http://eagles.soic.indiana.edu/sid0052-noisy-COSINE-0100-M_array1_151.wav,"[68, 71, 28, 57, 61]",57.0,test,4.809908
http://eagles.soic.indiana.edu/sid0053-anchor-COSINE-0100-M_close_152.wav,"[35, 52, 31, 44, 41]",40.6,anchor,5.3985257
http://eagles.soic.indiana.edu/sid0053-clean-COSINE-0100-M_close_152.wav,"[74, 68, 46, 64, 55]",61.4,reference,8.799227
http://eagles.soic.indiana.edu/sid0053-noisy-COSINE-0100-M_array1_152.wav,"[68, 88, 44, 47, 61]",61.6,test,5.3213377
http://eagles.soic.indiana.edu/sid0054-anchor-COSINE-0100-M_close_153.wav,"[60, 44, 57, 35, 34]",46.0,anchor,5.340746
http://eagles.soic.indiana.edu/sid0054-clean-COSINE-0100-M_close_153.wav,"[54, 69, 60, 16, 44]",48.6,reference,8.6076565
http://eagles.soic.indiana.edu/sid0054-noisy-COSINE-0100-M_array1_153.wav,"[49, 57, 64, 18, 68]",51.2,test,5.812153
http://eagles.soic.indiana.edu/sid0055-anchor-COSINE-0100-M_close_154.wav,"[68, 27, 34, 34, 64]",45.4,anchor,5.181782
http://eagles.soic.indiana.edu/sid0055-clean-COSINE-0100-M_close_154.wav,"[62, 44, 47, 42, 82]",55.4,reference,8.053099
http://eagles.soic.indiana.edu/sid0055-noisy-COSINE-0100-M_array1_154.wav,"[47, 55, 50, 61, 95]",61.6,test,4.7468085
http://eagles.soic.indiana.edu/sid0056-anchor-COSINE-0100-M_close_155.wav,"[45, 35, 22, 40, 33]",35.0,anchor,5.083252
http://eagles.soic.indiana.edu/sid0056-clean-COSINE-0100-M_close_155.wav,"[55, 35, 22, 49, 62]",44.6,reference,7.7267785
http://eagles.soic.indiana.edu/sid0056-noisy-COSINE-0100-M_array1_155.wav,"[60, 35, 25, 68, 76]",52.8,test,5.485615
http://eagles.soic.indiana.edu/sid0057-anchor-COSINE-0100-M_close_156.wav,"[75, 51, 80, 67, 73]",69.2,anchor,5.2935667
http://eagles.soic.indiana.edu/sid0057-clean-COSINE-0100-M_close_156.wav,"[70, 27, 18, 58, 71]",48.8,reference,8.276783
http://eagles.soic.indiana.edu/sid0057-noisy-COSINE-0100-M_array1_156.wav,"[78, 21, 16, 75, 51]",48.2,test,4.5034184
http://eagles.soic.indiana.edu/sid0058-anchor-COSINE-0100-M_close_157.wav,"[81, 38, 10, 47, 17]",38.6,anchor,5.3492603
http://eagles.soic.indiana.edu/sid0058-clean-COSINE-0100-M_close_157.wav,"[86, 59, 92, 22, 71]",66.0,reference,8.332975
http://eagles.soic.indiana.edu/sid0058-noisy-COSINE-0100-M_array1_157.wav,"[99, 48, 36, 72, 58]",62.6,test,6.346787
http://eagles.soic.indiana.edu/sid0059-anchor-COSINE-0100-M_close_158.wav,"[70, 41, 51, 29, 40]",46.2,anchor,5.4202366
http://eagles.soic.indiana.edu/sid0059-clean-COSINE-0100-M_close_158.wav,"[33, 71, 58, 57, 15]",46.8,reference,8.494082
http://eagles.soic.indiana.edu/sid0059-noisy-COSINE-0100-M_array1_158.wav,"[65, 59, 30, 50, 20]",44.8,test,4.306719
http://eagles.soic.indiana.edu/sid0060-anchor-COSINE-0100-M_close_159.wav,"[41, 30, 54, 10, 16]",30.2,anchor,5.2441573
http://eagles.soic.indiana.edu/sid0060-clean-COSINE-0100-M_close_159.wav,"[76, 50, 49, 60, 30]",53.0,reference,8.125004
http://eagles.soic.indiana.edu/sid0060-noisy-COSINE-0100-M_array1_159.wav,"[83, 65, 49, 48, 21]",53.2,test,5.303943
http://eagles.soic.indiana.edu/sid0061-anchor-COSINE-0100-M_close_16-truncated.wav,"[37, 56, 23, 23, 56]",39.0,anchor,5.0709105
http://eagles.soic.indiana.edu/sid0061-clean-COSINE-0100-M_close_16-truncated.wav,"[53, 63, 51, 36, 66]",53.8,reference,7.7221575
http://eagles.soic.indiana.edu/sid0061-noisy-COSINE-0100-M_array1_16-truncated.wav,"[62, 52, 82, 31, 64]",58.2,test,5.7723923
http://eagles.soic.indiana.edu/sid0062-anchor-COSINE-0100-M_close_160.wav,"[27, 37, 33, 23, 66]",37.2,anchor,5.013049
http://eagles.soic.indiana.edu/sid0062-clean-COSINE-0100-M_close_160.wav,"[34, 54, 49, 38, 64]",47.8,reference,7.3578763
http://eagles.soic.indiana.edu/sid0062-noisy-COSINE-0100-M_array1_160.wav,"[42, 60, 67, 45, 62]",55.2,test,5.60984
http://eagles.soic.indiana.edu/sid0063-anchor-COSINE-0100-M_close_161.wav,"[61, 55, 24, 52, 47]",47.8,anchor,5.1038885
http://eagles.soic.indiana.edu/sid0063-clean-COSINE-0100-M_close_161.wav,"[71, 67, 48, 63, 65]",62.8,reference,6.955156
http://eagles.soic.indiana.edu/sid0063-noisy-COSINE-0100-M_array1_161.wav,"[41, 57, 7, 48, 38]",38.2,test,3.9342492
http://eagles.soic.indiana.edu/sid0064-anchor-COSINE-0100-M_close_162.wav,"[84, 36, 51, 44, 63]",55.6,anchor,5.1917906
http://eagles.soic.indiana.edu/sid0064-clean-COSINE-0100-M_close_162.wav,"[56, 60, 48, 54, 100]",63.6,reference,8.003004
http://eagles.soic.indiana.edu/sid0064-noisy-COSINE-0100-M_array1_162.wav,"[58, 71, 55, 50, 28]",52.4,test,3.7071226
http://eagles.soic.indiana.edu/sid0065-anchor-COSINE-0100-M_close_163.wav,"[71, 19, 47, 56, 37]",46.0,anchor,4.8842006
http://eagles.soic.indiana.edu/sid0065-clean-COSINE-0100-M_close_163.wav,"[79, 43, 64, 86, 63]",67.0,reference,7.5420804
