AudioName,Ratings,MOS,AudioType,ScaledMOS
http://eagles.soic.indiana.edu/sid6024-reverb1-VOiCES.wav,"[40, 80, 36, 25, 59]",48.0,test,2.4665089
http://eagles.soic.indiana.edu/sid6024-reverb2-VOiCES.wav,"[10, 39, 6, 17, 34]",21.2,test,2.2339227
http://eagles.soic.indiana.edu/sid6025-anchor-VOiCES.wav,"[50, 70, 56, 50, 77]",60.6,anchor,7.231593
http://eagles.soic.indiana.edu/sid6025-clean-VOiCES.wav,"[75, 85, 85, 81, 86]",82.4,reference,8.740628
http://eagles.soic.indiana.edu/sid6025-reverb1-VOiCES.wav,"[30, 13, 16, 15, 25]",19.8,test,2.5082922
http://eagles.soic.indiana.edu/sid6025-reverb2-VOiCES.wav,"[16, 29, 13, 20, 47]",25.0,test,3.5836463
http://eagles.soic.indiana.edu/sid6026-anchor-VOiCES.wav,"[76, 64, 78, 85, 86]",77.8,anchor,6.5135503
http://eagles.soic.indiana.edu/sid6026-clean-VOiCES.wav,"[99, 88, 99, 90, 100]",95.2,reference,8.213519
http://eagles.soic.indiana.edu/sid6026-reverb1-VOiCES.wav,"[70, 26, 42, 25, 68]",46.2,test,3.6361208
http://eagles.soic.indiana.edu/sid6026-reverb2-VOiCES.wav,"[79, 10, 30, 27, 70]",43.2,test,4.5514135
http://eagles.soic.indiana.edu/sid6027-anchor-VOiCES.wav,"[41, 34, 70, 63, 81]",57.8,anchor,6.095992
http://eagles.soic.indiana.edu/sid6027-clean-VOiCES.wav,"[48, 52, 80, 62, 79]",64.2,reference,8.074107
http://eagles.soic.indiana.edu/sid6027-reverb1-VOiCES.wav,"[28, 7, 40, 30, 21]",25.2,test,2.823216
http://eagles.soic.indiana.edu/sid6027-reverb2-VOiCES.wav,"[26, 12, 45, 50, 33]",33.2,test,2.5339816
http://eagles.soic.indiana.edu/sid6028-anchor-VOiCES.wav,"[68, 48, 70, 65, 55]",61.2,anchor,6.5012074
http://eagles.soic.indiana.edu/sid6028-clean-VOiCES.wav,"[47, 56, 86, 75, 59]",64.6,reference,8.425712
http://eagles.soic.indiana.edu/sid6028-reverb1-VOiCES.wav,"[14, 31, 23, 22, 9]",19.8,test,2.7767282
http://eagles.soic.indiana.edu/sid6028-reverb2-VOiCES.wav,"[18, 31, 41, 32, 29]",30.2,test,3.6249788
http://eagles.soic.indiana.edu/sid6029-anchor-VOiCES.wav,"[63, 62, 34, 72, 41]",54.4,anchor,7.5100393
http://eagles.soic.indiana.edu/sid6029-clean-VOiCES.wav,"[89, 96, 52, 76, 45]",71.6,reference,8.857108
http://eagles.soic.indiana.edu/sid6029-reverb1-VOiCES.wav,"[22, 25, 40, 54, 17]",31.6,test,2.5237794
http://eagles.soic.indiana.edu/sid6029-reverb2-VOiCES.wav,"[29, 9, 36, 40, 21]",27.0,test,3.023192
http://eagles.soic.indiana.edu/sid6030-anchor-VOiCES.wav,"[67, 79, 62, 51, 82]",68.2,anchor,7.3706274
http://eagles.soic.indiana.edu/sid6030-clean-VOiCES.wav,"[89, 89, 79, 90, 92]",87.8,reference,8.796026
http://eagles.soic.indiana.edu/sid6030-reverb1-VOiCES.wav,"[21, 21, 15, 52, 57]",33.2,test,2.1139073
http://eagles.soic.indiana.edu/sid6030-reverb2-VOiCES.wav,"[1, 30, 6, 43, 45]",25.0,test,2.910918
http://eagles.soic.indiana.edu/sid6031-anchor-VOiCES.wav,"[51, 73, 67, 62, 50]",60.6,anchor,6.50902
http://eagles.soic.indiana.edu/sid6031-clean-VOiCES.wav,"[36, 94, 90, 81, 63]",72.8,reference,8.434761
http://eagles.soic.indiana.edu/sid6031-reverb1-VOiCES.wav,"[26, 45, 28, 32, 28]",31.8,test,2.6770878
http://eagles.soic.indiana.edu/sid6031-reverb2-VOiCES.wav,"[14, 56, 13, 21, 20]",24.8,test,2.6070254
http://eagles.soic.indiana.edu/sid6032-anchor-VOiCES.wav,"[55, 22, 74, 68, 39]",51.6,anchor,7.187226
http://eagles.soic.indiana.edu/sid6032-clean-VOiCES.wav,"[58, 35, 80, 89, 55]",63.4,reference,9.140828
http://eagles.soic.indiana.edu/sid6032-reverb1-VOiCES.wav,"[45, 12, 63, 69, 32]",44.2,test,3.3678453
http://eagles.soic.indiana.edu/sid6032-reverb2-VOiCES.wav,"[48, 12, 21, 40, 22]",28.6,test,4.1366854
http://eagles.soic.indiana.edu/sid6033-anchor-VOiCES.wav,"[56, 97, 77, 33, 35]",59.6,anchor,6.4389825
http://eagles.soic.indiana.edu/sid6033-clean-VOiCES.wav,"[61, 97, 86, 42, 42]",65.6,reference,8.344788
http://eagles.soic.indiana.edu/sid6033-reverb1-VOiCES.wav,"[41, 43, 44, 8, 29]",33.0,test,2.4664125
http://eagles.soic.indiana.edu/sid6033-reverb2-VOiCES.wav,"[24, 68, 48, 18, 31]",37.8,test,2.0267625
http://eagles.soic.indiana.edu/sid6034-anchor-VOiCES.wav,"[71, 57, 80, 88, 78]",74.8,anchor,6.728874
http://eagles.soic.indiana.edu/sid6034-clean-VOiCES.wav,"[28, 57, 100, 85, 90]",72.0,reference,8.475655
http://eagles.soic.indiana.edu/sid6034-reverb1-VOiCES.wav,"[45, 49, 83, 55, 35]",53.4,test,1.4216677
http://eagles.soic.indiana.edu/sid6034-reverb2-VOiCES.wav,"[48, 7, 76, 34, 55]",44.0,test,2.9607687
http://eagles.soic.indiana.edu/sid6035-anchor-VOiCES.wav,"[47, 81, 79, 84, 66]",71.4,anchor,6.047966
http://eagles.soic.indiana.edu/sid6035-clean-VOiCES.wav,"[81, 100, 93, 90, 75]",87.8,reference,8.059565
http://eagles.soic.indiana.edu/sid6035-reverb1-VOiCES.wav,"[17, 41, 12, 27, 25]",24.4,test,1.5547693
http://eagles.soic.indiana.edu/sid6035-reverb2-VOiCES.wav,"[11, 63, 34, 39, 21]",33.6,test,1.501566
http://eagles.soic.indiana.edu/sid6036-anchor-VOiCES.wav,"[55, 92, 64, 81, 75]",73.4,anchor,7.241213
http://eagles.soic.indiana.edu/sid6036-clean-VOiCES.wav,"[95, 95, 92, 77, 86]",89.0,reference,8.600938
http://eagles.soic.indiana.edu/sid6036-reverb1-VOiCES.wav,"[16, 76, 39, 46, 52]",45.8,test,2.514435
http://eagles.soic.indiana.edu/sid6036-reverb2-VOiCES.wav,"[18, 64, 25, 50, 25]",36.4,test,3.3597412
http://eagles.soic.indiana.edu/sid6037-anchor-VOiCES.wav,"[70, 59, 74, 50, 92]",69.0,anchor,6.4063826
http://eagles.soic.indiana.edu/sid6037-clean-VOiCES.wav,"[69, 84, 69, 76, 73]",74.2,reference,8.413311
http://eagles.soic.indiana.edu/sid6037-reverb1-VOiCES.wav,"[51, 39, 37, 29, 56]",42.4,test,1.0085651
http://eagles.soic.indiana.edu/sid6037-reverb2-VOiCES.wav,"[39, 28, 22, 22, 28]",27.8,test,2.027968
http://eagles.soic.indiana.edu/sid6038-anchor-VOiCES.wav,"[65, 81, 79, 70, 94]",77.8,anchor,6.834409
http://eagles.soic.indiana.edu/sid6038-clean-VOiCES.wav,"[75, 100, 99, 84, 95]",90.6,reference,8.412429
http://eagles.soic.indiana.edu/sid6038-reverb1-VOiCES.wav,"[29, 50, 51, 27, 83]",48.0,test,2.3763342
http://eagles.soic.indiana.edu/sid6038-reverb2-VOiCES.wav,"[22, 66, 56, 21, 73]",47.6,test,4.176229
http://eagles.soic.indiana.edu/sid6039-anchor-VOiCES.wav,"[47, 80, 92, 65, 87]",74.2,anchor,6.426669
http://eagles.soic.indiana.edu/sid6039-clean-VOiCES.wav,"[91, 96, 91, 62, 85]",85.0,reference,8.202689
http://eagles.soic.indiana.edu/sid6039-reverb1-VOiCES.wav,"[10, 42, 87, 46, 27]",42.4,test,3.0757413
http://eagles.soic.indiana.edu/sid6039-reverb2-VOiCES.wav,"[7, 26, 28, 51, 21]",26.6,test,3.211783
http://eagles.soic.indiana.edu/sid6040-anchor-VOiCES.wav,"[75, 49, 86, 44, 94]",69.6,anchor,6.5737276
http://eagles.soic.indiana.edu/sid6040-clean-VOiCES.wav,"[78, 65, 91, 77, 81]",78.4,reference,8.414809
http://eagles.soic.indiana.edu/sid6040-reverb1-VOiCES.wav,"[20, 43, 44, 19, 61]",37.4,test,2.261764
http://eagles.soic.indiana.edu/sid6040-reverb2-VOiCES.wav,"[24, 40, 62, 11, 39]",35.2,test,3.1331053
http://eagles.soic.indiana.edu/sid6041-anchor-VOiCES.wav,"[38, 65, 65, 68, 82]",63.6,anchor,6.415593
http://eagles.soic.indiana.edu/sid6041-clean-VOiCES.wav,"[55, 87, 80, 78, 78]",75.6,reference,8.2138405
http://eagles.soic.indiana.edu/sid6041-reverb1-VOiCES.wav,"[31, 16, 55, 34, 27]",32.6,test,2.4301643
http://eagles.soic.indiana.edu/sid6041-reverb2-VOiCES.wav,"[22, 39, 50, 59, 39]",41.8,test,3.3579385
http://eagles.soic.indiana.edu/sid6042-anchor-VOiCES.wav,"[56, 54, 37, 94, 52]",58.6,anchor,6.5112486
http://eagles.soic.indiana.edu/sid6042-clean-VOiCES.wav,"[79, 81, 59, 69, 53]",68.2,reference,8.149001
http://eagles.soic.indiana.edu/sid6042-reverb1-VOiCES.wav,"[30, 39, 23, 28, 24]",28.8,test,2.1894398
http://eagles.soic.indiana.edu/sid6042-reverb2-VOiCES.wav,"[21, 30, 18, 41, 18]",25.6,test,2.5328283
http://eagles.soic.indiana.edu/sid6043-anchor-VOiCES.wav,"[48, 57, 75, 68, 34]",56.4,anchor,6.8870153
http://eagles.soic.indiana.edu/sid6043-clean-VOiCES.wav,"[59, 47, 76, 16, 61]",51.8,reference,8.408246
http://eagles.soic.indiana.edu/sid6043-reverb1-VOiCES.wav,"[34, 24, 15, 11, 20]",20.8,test,1.4785384
http://eagles.soic.indiana.edu/sid6043-reverb2-VOiCES.wav,"[29, 37, 47, 18, 37]",33.6,test,2.7571635
http://eagles.soic.indiana.edu/sid6044-anchor-VOiCES.wav,"[49, 44, 64, 43, 63]",52.6,anchor,6.8218117
http://eagles.soic.indiana.edu/sid6044-clean-VOiCES.wav,"[80, 59, 73, 54, 69]",67.0,reference,8.427454
http://eagles.soic.indiana.edu/sid6044-reverb1-VOiCES.wav,"[34, 25, 43, 30, 54]",37.2,test,3.2840705
http://eagles.soic.indiana.edu/sid6044-reverb2-VOiCES.wav,"[22, 17, 40, 20, 40]",27.8,test,2.5239794
http://eagles.soic.indiana.edu/sid6045-anchor-VOiCES.wav,"[62, 38, 32, 83, 87]",60.4,anchor,6.607295
http://eagles.soic.indiana.edu/sid6045-clean-VOiCES.wav,"[85, 42, 53, 78, 95]",70.6,reference,8.499185
http://eagles.soic.indiana.edu/sid6045-reverb1-VOiCES.wav,"[37, 27, 20, 10, 53]",29.4,test,1.448419
http://eagles.soic.indiana.edu/sid6045-reverb2-VOiCES.wav,"[36, 21, 11, 10, 45]",24.6,test,2.558202
http://eagles.soic.indiana.edu/sid6046-anchor-VOiCES.wav,"[45, 35, 76, 77, 52]",57.0,anchor,6.1780424
http://eagles.soic.indiana.edu/sid6046-clean-VOiCES.wav,"[70, 72, 93, 90, 39]",72.8,reference,7.9669824
http://eagles.soic.indiana.edu/sid6046-reverb1-VOiCES.wav,"[32, 21, 19, 67, 34]",34.6,test,1.7940159
http://eagles.soic.indiana.edu/sid6046-reverb2-VOiCES.wav,"[32, 13, 17, 71, 30]",32.6,test,2.0437436
http://eagles.soic.indiana.edu/sid6047-anchor-VOiCES.wav,"[72, 94, 100, 26, 69]",72.2,anchor,6.3243866
http://eagles.soic.indiana.edu/sid6047-clean-VOiCES.wav,"[73, 90, 95, 70, 42]",74.0,reference,8.250032
http://eagles.soic.indiana.edu/sid6047-reverb1-VOiCES.wav,"[37, 27, 35, 12, 35]",29.2,test,2.3747065
http://eagles.soic.indiana.edu/sid6047-reverb2-VOiCES.wav,"[24, 16, 30, 10, 15]",19.0,test,2.6682236
http://eagles.soic.indiana.edu/sid6048-anchor-VOiCES.wav,"[50, 68, 80, 94, 88]",76.0,anchor,7.2058434
http://eagles.soic.indiana.edu/sid6048-clean-VOiCES.wav,"[55, 92, 82, 96, 94]",83.8,reference,9.157861
http://eagles.soic.indiana.edu/sid6048-reverb1-VOiCES.wav,"[45, 51, 17, 51, 20]",36.8,test,2.8822992
http://eagles.soic.indiana.edu/sid6048-reverb2-VOiCES.wav,"[40, 56, 20, 48, 11]",35.0,test,3.264965
http://eagles.soic.indiana.edu/sid6049-anchor-VOiCES.wav,"[79, 80, 60, 47, 87]",70.6,anchor,6.533481
http://eagles.soic.indiana.edu/sid6049-clean-VOiCES.wav,"[100, 87, 80, 59, 100]",85.2,reference,8.35361
http://eagles.soic.indiana.edu/sid6049-reverb1-VOiCES.wav,"[30, 19, 41, 43, 26]",31.8,test,3.244919
http://eagles.soic.indiana.edu/sid6049-reverb2-VOiCES.wav,"[18, 25, 38, 39, 13]",26.6,test,2.6087382
http://eagles.soic.indiana.edu/sid6050-anchor-VOiCES.wav,"[42, 47, 73, 61, 75]",59.6,anchor,6.3435073
http://eagles.soic.indiana.edu/sid6050-clean-VOiCES.wav,"[53, 27, 86, 88, 85]",67.8,reference,8.229546
http://eagles.soic.indiana.edu/sid6050-reverb1-VOiCES.wav,"[16, 18, 27, 29, 45]",27.0,test,2.3496528
http://eagles.soic.indiana.edu/sid6050-reverb2-VOiCES.wav,"[22, 43, 48, 13, 40]",33.2,test,2.5331624
http://eagles.soic.indiana.edu/sid6051-anchor-VOiCES.wav,"[84, 75, 58, 54, 84]",71.0,anchor,6.1426616
http://eagles.soic.indiana.edu/sid6051-clean-VOiCES.wav,"[94, 69, 66, 89, 91]",81.8,reference,8.155146
http://eagles.soic.indiana.edu/sid6051-reverb1-VOiCES.wav,"[38, 49, 35, 8, 9]",27.8,test,2.1010096
http://eagles.soic.indiana.edu/sid6051-reverb2-VOiCES.wav,"[20, 66, 25, 10, 22]",28.6,test,3.2704406
http://eagles.soic.indiana.edu/sid6052-anchor-VOiCES.wav,"[58, 43, 93, 72, 98]",72.8,anchor,6.3623753
http://eagles.soic.indiana.edu/sid6052-clean-VOiCES.wav,"[98, 85, 92, 94, 100]",93.8,reference,8.177814
http://eagles.soic.indiana.edu/sid6052-reverb1-VOiCES.wav,"[30, 29, 15, 56, 12]",28.4,test,2.456091
http://eagles.soic.indiana.edu/sid6052-reverb2-VOiCES.wav,"[22, 35, 14, 60, 58]",37.8,test,2.3781495
http://eagles.soic.indiana.edu/sid6053-anchor-VOiCES.wav,"[38, 80, 78, 47, 77]",64.0,anchor,6.2623067
http://eagles.soic.indiana.edu/sid6053-clean-VOiCES.wav,"[82, 85, 93, 85, 67]",82.4,reference,8.10682
http://eagles.soic.indiana.edu/sid6053-reverb1-VOiCES.wav,"[33, 35, 54, 16, 10]",29.6,test,2.4951859
http://eagles.soic.indiana.edu/sid6053-reverb2-VOiCES.wav,"[22, 15, 14, 8, 12]",14.2,test,2.8666136
http://eagles.soic.indiana.edu/sid6054-anchor-VOiCES.wav,"[74, 77, 70, 60, 20]",60.2,anchor,6.271143
http://eagles.soic.indiana.edu/sid6054-clean-VOiCES.wav,"[83, 62, 95, 70, 95]",81.0,reference,8.043961
http://eagles.soic.indiana.edu/sid6054-reverb1-VOiCES.wav,"[56, 20, 10, 30, 11]",25.4,test,2.70039
http://eagles.soic.indiana.edu/sid6054-reverb2-VOiCES.wav,"[60, 12, 7, 20, 6]",21.0,test,2.713544
http://eagles.soic.indiana.edu/sid6055-anchor-VOiCES.wav,"[80, 67, 83, 67, 75]",74.4,anchor,6.8208447
http://eagles.soic.indiana.edu/sid6055-clean-VOiCES.wav,"[75, 96, 93, 69, 88]",84.2,reference,8.390471
http://eagles.soic.indiana.edu/sid6055-reverb1-VOiCES.wav,"[25, 27, 45, 26, 17]",28.0,test,1.6886632
